"gene_id","transcript_id","protein_id","seqnames","strand","exon_number","product","start_transcript","end_transcript","start_gene","end_gene","transcript_number","Chrm.ID"
"FOXG_16703","XM_018396721.1","XP_018257462.1","NC_031000.1","+","2","hypothetical protein",305791,306772,305791,306772,1,"Chromosome_15"
"FOXG_22559","XM_018402974.1","XP_018257463.1","NC_031000.1","+","3","hypothetical protein",316787,318830,316787,318830,1,"Chromosome_15"
"FOXG_16704","XM_018396722.1","XP_018257464.1","NC_031000.1","+","1","hypothetical protein",322028,322954,322028,322954,1,"Chromosome_15"
"FOXG_16705","XM_018396723.1","XP_018257465.1","NC_031000.1","-","1","hypothetical protein",323290,323925,323290,323925,1,"Chromosome_15"
"FOXG_16706","XM_018396724.1","XP_018257466.1","NC_031000.1","-","4","hypothetical protein",326067,327193,326067,327193,1,"Chromosome_15"
"FOXG_16707","XM_018396725.1","XP_018257467.1","NC_031000.1","+","1","pirin (iron-binding nuclear protein)",328206,329000,328206,329000,1,"Chromosome_15"
"FOXG_16708","XM_018396726.1","XP_018257468.1","NC_031000.1","-","6","glutathione S-transferase",329696,331129,329696,331129,1,"Chromosome_15"
"FOXG_16709","XM_018396727.1","XP_018257469.1","NC_031000.1","+","2","hypothetical protein",332585,334190,332585,334190,1,"Chromosome_15"
"FOXG_22560","XM_018402975.1","XP_018257470.1","NC_031000.1","+","2","hypothetical protein",334626,334846,334626,334846,1,"Chromosome_15"
"FOXG_16710","XM_018396728.1","XP_018257471.1","NC_031000.1","+","3","hypothetical protein",335981,337382,335981,337382,1,"Chromosome_15"
"FOXG_22561","XM_018402976.1","XP_018257472.1","NC_031000.1","-","3","hypothetical protein",338901,340492,338901,340492,1,"Chromosome_15"
"FOXG_16711","XM_018396729.1","XP_018257473.1","NC_031000.1","+","2","hypothetical protein",341944,342799,341944,342799,1,"Chromosome_15"
"FOXG_16712","XM_018396730.1","XP_018257474.1","NC_031000.1","-","3","hypothetical protein",344158,345257,344158,345257,1,"Chromosome_15"
"FOXG_16713","XM_018396731.1","XP_018257475.1","NC_031000.1","+","9","hypothetical protein",346263,350821,346263,350821,1,"Chromosome_15"
"FOXG_16714","XM_018396732.1","XP_018257476.1","NC_031000.1","+","1","hypothetical protein",364334,364651,364334,364651,1,"Chromosome_15"
"FOXG_22562","XM_018402977.1","XP_018257477.1","NC_031000.1","+","2","hypothetical protein",365864,367848,365864,367848,1,"Chromosome_15"
"FOXG_16715","XM_018396733.1","XP_018257478.1","NC_031000.1","-","4","hypothetical protein",369042,369719,369042,369719,1,"Chromosome_15"
"FOXG_16716","XM_018396734.1","XP_018257479.1","NC_031000.1","-","1","hypothetical protein",373843,374331,373843,374331,1,"Chromosome_15"
"FOXG_16717","XM_018396735.1","XP_018257480.1","NC_031000.1","+","4","hypothetical protein",379298,381081,379298,381081,1,"Chromosome_15"
"FOXG_22563","XM_018402978.1","XP_018257481.1","NC_031000.1","-","1","hypothetical protein",381561,382211,381561,382211,1,"Chromosome_15"
"FOXG_16718","XM_018396736.1","XP_018257482.1","NC_031000.1","-","9","hypothetical protein",383627,385585,383627,385585,1,"Chromosome_15"
"FOXG_16719","XM_018396737.1","XP_018257483.1","NC_031000.1","+","3","hypothetical protein",396811,399265,396811,399265,2,"Chromosome_15"
"FOXG_16719","XM_018396738.1","XP_018257484.1","NC_031000.1","+","4","hypothetical protein",396811,399265,396811,399265,2,"Chromosome_15"
"FOXG_16720","XM_018396739.1","XP_018257485.1","NC_031000.1","+","1","hypothetical protein",401743,403667,401743,403667,1,"Chromosome_15"
"FOXG_22564","XM_018402979.1","XP_018257486.1","NC_031000.1","-","2","hypothetical protein",404859,405222,404859,405222,1,"Chromosome_15"
"FOXG_16721","XM_018396740.1","XP_018257487.1","NC_031000.1","+","3","hypothetical protein",412036,414336,412036,414336,1,"Chromosome_15"
"FOXG_16722","XM_018396741.1","XP_018257488.1","NC_031000.1","-","2","hypothetical protein",418476,418728,418476,418728,1,"Chromosome_15"
"FOXG_22565","XM_018402980.1","XP_018257489.1","NC_031000.1","-","1","hypothetical protein",420038,420436,420038,420436,1,"Chromosome_15"
"FOXG_22566","XM_018402981.1","XP_018257490.1","NC_031000.1","-","3","hypothetical protein",423818,424212,423818,424212,1,"Chromosome_15"
"FOXG_16723","XM_018396742.1","XP_018257491.1","NC_031000.1","+","2","hypothetical protein",426317,426913,426317,426913,1,"Chromosome_15"
"FOXG_22567","XM_018402982.1","XP_018257492.1","NC_031000.1","-","2","hypothetical protein",432210,433678,432210,433678,1,"Chromosome_15"
"FOXG_22568","XM_018402983.1","XP_018257493.1","NC_031000.1","-","1","hypothetical protein",442626,442811,442626,442811,1,"Chromosome_15"
"FOXG_16725","XM_018396743.1","XP_018257494.1","NC_031000.1","+","3","hypothetical protein",452417,453332,452417,453332,1,"Chromosome_15"
"FOXG_22569","XM_018402984.1","XP_018257495.1","NC_031000.1","-","3","hypothetical protein",457725,458126,457725,458126,1,"Chromosome_15"
"FOXG_16726","XM_018396744.1","XP_018257496.1","NC_031000.1","+","1","hypothetical protein",458821,462157,458821,462157,1,"Chromosome_15"
"FOXG_16727","XM_018396745.1","XP_018257497.1","NC_031000.1","+","2","hypothetical protein",462339,462497,462339,462497,1,"Chromosome_15"
"FOXG_16728","XM_018396746.1","XP_018257498.1","NC_031000.1","+","3","hypothetical protein",468986,469782,468986,469782,1,"Chromosome_15"
"FOXG_16729","XM_018396747.1","XP_018257499.1","NC_031000.1","-","1","hypothetical protein",471126,473512,471126,473512,1,"Chromosome_15"
"FOXG_16730","XM_018396748.1","XP_018257500.1","NC_031000.1","-","1","hypothetical protein",475866,476838,475866,476838,1,"Chromosome_15"
"FOXG_16731","XM_018396749.1","XP_018257501.1","NC_031000.1","+","5","hypothetical protein",480732,484926,480732,484926,1,"Chromosome_15"
"FOXG_22570","XM_018402985.1","XP_018257502.1","NC_031000.1","-","2","hypothetical protein",486737,486888,486737,486888,1,"Chromosome_15"
"FOXG_22571","XM_018402986.1","XP_018257503.1","NC_031000.1","-","1","hypothetical protein",487622,488071,487622,488071,1,"Chromosome_15"
"FOXG_16732","XM_018396750.1","XP_018257504.1","NC_031000.1","-","3","hypothetical protein",490424,491598,490424,491598,1,"Chromosome_15"
"FOXG_16733","XM_018396751.1","XP_018257505.1","NC_031000.1","+","2","hypothetical protein",496238,497591,496238,497591,1,"Chromosome_15"
"FOXG_22572","XM_018402987.1","XP_018257506.1","NC_031000.1","+","2","hypothetical protein",499394,499619,499394,499619,1,"Chromosome_15"
"FOXG_22573","XM_018402988.1","XP_018257507.1","NC_031000.1","-","4","hypothetical protein",499649,500908,499649,500908,1,"Chromosome_15"
"FOXG_16734","XM_018396752.1","XP_018257508.1","NC_031000.1","-","4","hypothetical protein",501480,502507,501480,502507,1,"Chromosome_15"
"FOXG_22574","XM_018402989.1","XP_018257509.1","NC_031000.1","+","2","hypothetical protein",504609,505642,504609,505642,1,"Chromosome_15"
"FOXG_22575","XM_018402990.1","XP_018257510.1","NC_031000.1","+","2","hypothetical protein",507552,508206,507552,508206,1,"Chromosome_15"
"FOXG_22576","XM_018402991.1","XP_018257511.1","NC_031000.1","+","1","hypothetical protein",511261,511428,511261,511428,1,"Chromosome_15"
"FOXG_22577","XM_018402992.1","XP_018257512.1","NC_031000.1","+","2","hypothetical protein",512500,513924,512500,513924,1,"Chromosome_15"
"FOXG_22578","XM_018402993.1","XP_018257513.1","NC_031000.1","-","1","hypothetical protein",513728,513970,513728,513970,1,"Chromosome_15"
"FOXG_16735","XM_018396753.1","XP_018257514.1","NC_031000.1","-","4","acetyl-CoA C-acetyltransferase",518324,519732,518324,519732,1,"Chromosome_15"
"FOXG_22579","XM_018402994.1","XP_018257515.1","NC_031000.1","+","3","hypothetical protein",522112,522467,522112,522467,1,"Chromosome_15"
"FOXG_16737","XM_018396754.1","XP_018257516.1","NC_031000.1","+","2","hypothetical protein",532518,534321,532518,534321,1,"Chromosome_15"
"FOXG_16738","XM_018396755.1","XP_018257517.1","NC_031000.1","-","1","aspartyl-tRNA synthetase",538780,541657,538780,541657,1,"Chromosome_15"
"FOXG_16739","XM_018396756.1","XP_018257518.1","NC_031000.1","-","1","hypothetical protein",542428,545488,542428,545488,1,"Chromosome_15"
"FOXG_16740","XM_018396757.1","XP_018257519.1","NC_031000.1","+","5","phosphatidylserine decarboxylase",549217,550748,549217,550748,1,"Chromosome_15"
"FOXG_22580","XM_018402995.1","XP_018257520.1","NC_031000.1","+","2","hypothetical protein",553339,554451,553339,554451,1,"Chromosome_15"
"FOXG_16741","XM_018396758.1","XP_018257521.1","NC_031000.1","-","3","hypothetical protein",557262,557829,557262,557829,1,"Chromosome_15"
"FOXG_22581","XM_018402996.1","XP_018257522.1","NC_031000.1","-","1","hypothetical protein",559975,560868,559975,560868,1,"Chromosome_15"
"FOXG_16742","XM_018396759.1","XP_018257523.1","NC_031000.1","-","4","hypothetical protein",562476,565048,562476,565048,1,"Chromosome_15"
"FOXG_16743","XM_018396760.1","XP_018257524.1","NC_031000.1","-","1","hypothetical protein",567421,568917,567421,568917,1,"Chromosome_15"
"FOXG_16744","XM_018396761.1","XP_018257525.1","NC_031000.1","-","1","hypothetical protein",571517,572350,571517,572350,1,"Chromosome_15"
"FOXG_16745","XM_018396762.1","XP_018257526.1","NC_031000.1","+","5","oxidoreductase",578714,580285,578714,580285,1,"Chromosome_15"
"FOXG_16746","XM_018396763.1","XP_018257527.1","NC_031000.1","+","4","hypothetical protein",581098,582137,581098,582137,1,"Chromosome_15"
"FOXG_16747","XM_018396764.1","XP_018257528.1","NC_031000.1","+","2","hypothetical protein",583246,583883,583246,583883,1,"Chromosome_15"
"FOXG_16748","XM_018396765.1","XP_018257529.1","NC_031000.1","+","1","hypothetical protein",584444,585058,584444,585058,1,"Chromosome_15"
"FOXG_22582","XM_018402997.1","XP_018257530.1","NC_031000.1","+","1","hypothetical protein",589767,589892,589767,589892,1,"Chromosome_15"
"FOXG_16751","XM_018396766.1","XP_018257531.1","NC_031000.1","+","1","hypothetical protein",605930,608071,605930,608071,1,"Chromosome_15"
"FOXG_16752","XM_018396767.1","XP_018257532.1","NC_031000.1","-","1","hypothetical protein",612700,614337,612700,614337,1,"Chromosome_15"
"FOXG_16753","XM_018396768.1","XP_018257533.1","NC_031000.1","+","2","hypothetical protein",621019,623115,621019,623115,1,"Chromosome_15"
"FOXG_16754","XM_018396769.1","XP_018257534.1","NC_031000.1","+","3","hypothetical protein",625413,625965,625413,625965,1,"Chromosome_15"
"FOXG_16755","XM_018396770.1","XP_018257535.1","NC_031000.1","-","3","hypothetical protein",627480,628614,627480,628614,1,"Chromosome_15"
"FOXG_16756","XM_018396771.1","XP_018257536.1","NC_031000.1","-","2","hypothetical protein",629731,632241,629731,632241,1,"Chromosome_15"
"FOXG_16757","XM_018396772.1","XP_018257537.1","NC_031000.1","+","2","hypothetical protein",639634,639916,639634,639916,1,"Chromosome_15"
"FOXG_22583","XM_018402998.1","XP_018257538.1","NC_031000.1","+","1","hypothetical protein",640677,641480,640677,641480,1,"Chromosome_15"
"FOXG_16758","XM_018396773.1","XP_018257539.1","NC_031000.1","-","3","hypothetical protein",643011,645384,643011,645384,1,"Chromosome_15"
"FOXG_16760","XM_018396774.1","XP_018257540.1","NC_031000.1","+","1","hypothetical protein",647961,649607,647961,649607,1,"Chromosome_15"
"FOXG_22584","XM_018402999.1","XP_018257541.1","NC_031000.1","+","1","hypothetical protein",652557,652826,652557,652826,1,"Chromosome_15"
"FOXG_16761","XM_018396775.1","XP_018257542.1","NC_031000.1","+","1","hypothetical protein",653447,655009,653447,655009,1,"Chromosome_15"
"FOXG_16762","XM_018396776.1","XP_018257543.1","NC_031000.1","-","1","hypothetical protein",656839,658143,656839,658143,1,"Chromosome_15"
"FOXG_16763","XM_018396777.1","XP_018257544.1","NC_031000.1","-","1","hypothetical protein",658787,660505,658787,660505,1,"Chromosome_15"
"FOXG_16764","XM_018396778.1","XP_018257545.1","NC_031000.1","-","5","hypothetical protein",660762,661967,660762,661967,1,"Chromosome_15"
"FOXG_22585","XM_018403000.1","XP_018257546.1","NC_031000.1","-","9","hypothetical protein",662885,666909,662885,666909,1,"Chromosome_15"
"FOXG_16767","XM_018396779.1","XP_018257547.1","NC_031000.1","-","1","hypothetical protein",676639,677256,676639,677256,1,"Chromosome_15"
"FOXG_16768","XM_018396780.1","XP_018257548.1","NC_031000.1","+","2","hypothetical protein",680642,681749,680642,681749,1,"Chromosome_15"
"FOXG_16769","XM_018396781.1","XP_018257549.1","NC_031000.1","+","3","hypothetical protein",683216,685124,683216,685124,1,"Chromosome_15"
"FOXG_16770","XM_018396782.1","XP_018257550.1","NC_031000.1","-","1","4-hydroxyphenylpyruvate dioxygenase",686602,688065,686602,688065,1,"Chromosome_15"
"FOXG_22586","XM_018403002.1","XP_018257552.1","NC_031000.1","+","4","hypothetical protein",692038,694618,692038,694618,2,"Chromosome_15"
"FOXG_22586","XM_018403001.1","XP_018257551.1","NC_031000.1","+","5","hypothetical protein",692038,694618,692038,694618,2,"Chromosome_15"
"FOXG_16771","XM_018396783.1","XP_018257553.1","NC_031000.1","+","1","hypothetical protein",697608,698912,697608,698912,1,"Chromosome_15"
"FOXG_16772","XM_018396784.1","XP_018257554.1","NC_031000.1","-","1","hypothetical protein",699030,699665,699030,699665,1,"Chromosome_15"
"FOXG_16773","XM_018396785.1","XP_018257555.1","NC_031000.1","-","4","hypothetical protein",701807,702933,701807,702933,1,"Chromosome_15"
"FOXG_16774","XM_018396786.1","XP_018257556.1","NC_031000.1","+","1","pirin (iron-binding nuclear protein)",703946,704740,703946,704740,1,"Chromosome_15"
"FOXG_16775","XM_018396787.1","XP_018257557.1","NC_031000.1","-","4","glutathione S-transferase",706076,706869,706076,706869,1,"Chromosome_15"
"FOXG_16776","XM_018396788.1","XP_018257558.1","NC_031000.1","+","1","hypothetical protein",709059,709937,709059,709937,1,"Chromosome_15"
"FOXG_22587","XM_018403003.1","XP_018257559.1","NC_031000.1","+","2","hypothetical protein",710373,710593,710373,710593,1,"Chromosome_15"
"FOXG_16777","XM_018396789.1","XP_018257560.1","NC_031000.1","+","3","hypothetical protein",711727,713128,711727,713128,1,"Chromosome_15"
"FOXG_16778","XM_018396790.1","XP_018257561.1","NC_031000.1","-","3","hypothetical protein",714647,716238,714647,716238,1,"Chromosome_15"
"FOXG_16779","XM_018396791.1","XP_018257562.1","NC_031000.1","+","2","hypothetical protein",717690,718545,717690,718545,1,"Chromosome_15"
"FOXG_16780","XM_018396792.1","XP_018257563.1","NC_031000.1","-","3","hypothetical protein",719904,721003,719904,721003,1,"Chromosome_15"
"FOXG_22588","XM_018403004.1","XP_018257564.1","NC_031000.1","+","9","hypothetical protein",721988,726629,721988,726629,1,"Chromosome_15"
"FOXG_22589","XM_018403005.1","XP_018257565.1","NC_031000.1","-","1","hypothetical protein",729088,729261,729088,729261,1,"Chromosome_15"
"FOXG_16783","XM_018396793.1","XP_018257566.1","NC_031000.1","+","1","hypothetical protein",740736,741214,740736,741214,1,"Chromosome_15"
"FOXG_22590","XM_018403006.1","XP_018257567.1","NC_031000.1","+","2","hypothetical protein",742342,744326,742342,744326,1,"Chromosome_15"
"FOXG_16784","XM_018396794.1","XP_018257568.1","NC_031000.1","-","4","hypothetical protein",745303,746196,745303,746196,1,"Chromosome_15"
"FOXG_16785","XM_018396795.1","XP_018257569.1","NC_031000.1","-","1","hypothetical protein",749913,750961,749913,750961,1,"Chromosome_15"
"FOXG_16786","XM_018396796.1","XP_018257570.1","NC_031000.1","+","4","hypothetical protein",755604,757698,755604,757698,1,"Chromosome_15"
"FOXG_22591","XM_018403007.1","XP_018257571.1","NC_031000.1","-","1","hypothetical protein",757930,758720,757930,758720,1,"Chromosome_15"
"FOXG_16787","XM_018396797.1","XP_018257572.1","NC_031000.1","-","9","hypothetical protein",760276,762059,760276,762059,1,"Chromosome_15"
"FOXG_14302","XM_018394369.1","XP_018254484.1","NC_031000.1","+","1","hypothetical protein",764902,765446,764902,765446,1,"Chromosome_15"
"FOXG_14303","XM_018394370.1","XP_018254485.1","NC_031000.1","-","2","hypothetical protein",777596,779021,777596,779021,1,"Chromosome_15"
"FOXG_14304","XM_018394371.1","XP_018254486.1","NC_031000.1","-","2","hypothetical protein",783432,784347,783432,784347,1,"Chromosome_15"
"FOXG_21670","XM_018402017.1","XP_018254487.1","NC_031000.1","-","1","hypothetical protein",784807,784968,784807,784968,1,"Chromosome_15"
"FOXG_14305","XM_018394374.1","XP_018254490.1","NC_031000.1","+","8","hypothetical protein",785846,787892,785846,787892,5,"Chromosome_15"
"FOXG_14305","XM_018394375.1","XP_018254491.1","NC_031000.1","+","9","hypothetical protein",785846,787892,785846,787892,5,"Chromosome_15"
"FOXG_14305","XM_018394373.1","XP_018254489.1","NC_031000.1","+","9","hypothetical protein",785846,787892,785846,787892,5,"Chromosome_15"
"FOXG_14305","XM_018394376.1","XP_018254492.1","NC_031000.1","+","9","hypothetical protein",785846,787892,785846,787892,5,"Chromosome_15"
"FOXG_14305","XM_018394372.1","XP_018254488.1","NC_031000.1","+","9","hypothetical protein",785846,787892,785846,787892,5,"Chromosome_15"
"FOXG_21671","XM_018402018.1","XP_018254493.1","NC_031000.1","-","2","hypothetical protein",793842,794179,793842,794179,1,"Chromosome_15"
"FOXG_14306","XM_018394377.1","XP_018254494.1","NC_031000.1","-","5","hypothetical protein",795864,801178,795864,801178,1,"Chromosome_15"
"FOXG_14307","XM_018394378.1","XP_018254495.1","NC_031000.1","-","2","hypothetical protein",804836,806534,804836,806534,1,"Chromosome_15"
"FOXG_14308","XM_018394379.1","XP_018254496.1","NC_031000.1","+","1","hypothetical protein",815239,818832,815239,818832,1,"Chromosome_15"
"FOXG_14309","XM_018394380.1","XP_018254497.1","NC_031000.1","+","1","hypothetical protein",819262,819771,819262,819771,1,"Chromosome_15"
"FOXG_14310","XM_018394381.1","XP_018254498.1","NC_031000.1","-","1","hypothetical protein",820871,821026,820871,821026,1,"Chromosome_15"
"FOXG_14311","XM_018394382.1","XP_018254499.1","NC_031000.1","+","4","hypothetical protein",828494,830409,828494,830409,1,"Chromosome_15"
"FOXG_14312","XM_018394383.1","XP_018254500.1","NC_031000.1","-","1","hypothetical protein",838988,839923,838988,839923,1,"Chromosome_15"
"FOXG_14313","XM_018394384.1","XP_018254501.1","NC_031000.1","+","3","hypothetical protein",851419,852336,851419,852336,1,"Chromosome_15"
"FOXG_14315","XM_018394385.1","XP_018254502.1","NC_031000.1","-","2","hypothetical protein",863953,864327,863953,864327,1,"Chromosome_15"
"FOXG_14316","XM_018394386.1","XP_018254503.1","NC_031000.1","+","2","hypothetical protein",867555,868327,867555,868327,1,"Chromosome_15"
"FOXG_14317","XM_018394387.1","XP_018254504.1","NC_031000.1","+","1","hypothetical protein",869700,870800,869700,870800,1,"Chromosome_15"
"FOXG_21672","XM_018402019.1","XP_018254505.1","NC_031000.1","+","2","3-oxoacyl-[acyl-carrier protein] reductase",872635,873741,872635,873741,1,"Chromosome_15"
